,Img,Pred,Act,fileName,loss
163,1429735776___2020-10-01T09-42-05.185835Z___camera-05.png,1,1,1429735776___2020-10-01T09-42-05.185835Z___camera-05.png,0.24155931189305868
164,1429735776___2020-10-01T09-42-05.185835Z___camera-06.png,1,1,1429735776___2020-10-01T09-42-05.185835Z___camera-06.png,0.20411455396244327
165,1429735776___2020-10-01T09-42-05.185835Z___camera-07.png,0,1,1429735776___2020-10-01T09-42-05.185835Z___camera-07.png,0.1166419349556192
166,1429735776___2020-10-01T09-42-05.185835Z___camera-08.png,1,1,1429735776___2020-10-01T09-42-05.185835Z___camera-08.png,0.24522546600708084
167,1429735776___2020-10-01T09-42-05.185835Z___camera-09.png,1,1,1429735776___2020-10-01T09-42-05.185835Z___camera-09.png,0.21157563658972836
168,1429735776___2020-10-01T09-42-05.185835Z___camera-11.png,0,1,1429735776___2020-10-01T09-42-05.185835Z___camera-11.png,0.15220287996806653
169,1429735776___2020-10-01T09-42-05.185835Z___camera-12.png,1,1,1429735776___2020-10-01T09-42-05.185835Z___camera-12.png,0.2531969071683394
170,1429735776___2020-10-01T09-42-05.185835Z___camera-13.png,1,1,1429735776___2020-10-01T09-42-05.185835Z___camera-13.png,0.24407736918663653
171,1429735776___2020-10-01T09-42-05.185835Z___camera-14.png,1,1,1429735776___2020-10-01T09-42-05.185835Z___camera-14.png,0.22337542265244473
172,1429735776___2020-10-01T09-42-05.185835Z___camera-15.png,1,1,1429735776___2020-10-01T09-42-05.185835Z___camera-15.png,0.2321834082025644
173,1434063929___2020-10-01T15-02-36.372818Z___camera-00.png,0,1,1434063929___2020-10-01T15-02-36.372818Z___camera-00.png,0.1685677050033068
174,1434063929___2020-10-01T15-02-36.372818Z___camera-01.png,0,1,1434063929___2020-10-01T15-02-36.372818Z___camera-01.png,0.1932740570648352
175,1434063929___2020-10-01T15-02-36.372818Z___camera-02.png,1,1,1434063929___2020-10-01T15-02-36.372818Z___camera-02.png,0.19815847898831634
176,1434063929___2020-10-01T15-02-36.372818Z___camera-03.png,1,1,1434063929___2020-10-01T15-02-36.372818Z___camera-03.png,0.20412743705773057
177,1434063929___2020-10-01T15-02-36.372818Z___camera-04.png,0,1,1434063929___2020-10-01T15-02-36.372818Z___camera-04.png,0.16889822252556463
178,1434063929___2020-10-01T15-02-36.372818Z___camera-05.png,0,1,1434063929___2020-10-01T15-02-36.372818Z___camera-05.png,0.12297781710021762
179,1434063929___2020-10-01T15-02-36.372818Z___camera-06.png,0,1,1434063929___2020-10-01T15-02-36.372818Z___camera-06.png,0.12117934421553017
180,1434063929___2020-10-01T15-02-36.372818Z___camera-07.png,0,1,1434063929___2020-10-01T15-02-36.372818Z___camera-07.png,0.17268309912415106
181,1434063929___2020-10-01T15-02-36.372818Z___camera-08.png,0,1,1434063929___2020-10-01T15-02-36.372818Z___camera-08.png,0.11930403227982816
182,1434063929___2020-10-01T15-02-36.372818Z___camera-09.png,0,1,1434063929___2020-10-01T15-02-36.372818Z___camera-09.png,0.1496388006927719
183,1434063929___2020-10-01T15-02-36.372818Z___camera-10.png,1,1,1434063929___2020-10-01T15-02-36.372818Z___camera-10.png,0.20023911949771364
184,1434063929___2020-10-01T15-02-36.372818Z___camera-12.png,1,1,1434063929___2020-10-01T15-02-36.372818Z___camera-12.png,0.22175808793336843
185,1434063929___2020-10-01T15-02-36.372818Z___camera-13.png,1,1,1434063929___2020-10-01T15-02-36.372818Z___camera-13.png,0.20402158567117948
186,1434063929___2020-10-01T15-02-36.372818Z___camera-14.png,1,1,1434063929___2020-10-01T15-02-36.372818Z___camera-14.png,0.2034889256579548
187,1452249796___2020-09-29T08-58-22.093363Z___camera-00.png,0,1,1452249796___2020-09-29T08-58-22.093363Z___camera-00.png,0.15195492620604842
188,1452249796___2020-09-29T08-58-22.093363Z___camera-01.png,0,1,1452249796___2020-09-29T08-58-22.093363Z___camera-01.png,0.12587652829772716
189,1452249796___2020-09-29T08-58-22.093363Z___camera-02.png,0,1,1452249796___2020-09-29T08-58-22.093363Z___camera-02.png,0.1408615934583108
190,1452249796___2020-09-29T08-58-22.093363Z___camera-04.png,0,1,1452249796___2020-09-29T08-58-22.093363Z___camera-04.png,0.14166777480572826
191,1452249796___2020-09-29T08-58-22.093363Z___camera-05.png,0,1,1452249796___2020-09-29T08-58-22.093363Z___camera-05.png,0.10203183457176912
192,1452249796___2020-09-29T08-58-22.093363Z___camera-11.png,0,1,1452249796___2020-09-29T08-58-22.093363Z___camera-11.png,0.15674394370318184
193,1452249796___2020-09-29T08-58-22.093363Z___camera-14.png,0,1,1452249796___2020-09-29T08-58-22.093363Z___camera-14.png,0.12162394551866376
194,1452249796___2020-09-29T08-58-22.093363Z___camera-15.png,0,1,1452249796___2020-09-29T08-58-22.093363Z___camera-15.png,0.12479620771702025
195,145919971___2020-10-01T09-32-27.939719Z___camera-15.png,1,1,145919971___2020-10-01T09-32-27.939719Z___camera-15.png,0.2056136483252932
196,1515012254___2020-10-01T09-43-06.234744Z___camera-01.png,1,1,1515012254___2020-10-01T09-43-06.234744Z___camera-01.png,0.23807222128904137
197,1515012254___2020-10-01T09-43-06.234744Z___camera-03.png,1,1,1515012254___2020-10-01T09-43-06.234744Z___camera-03.png,0.23531408836331996
198,1515012254___2020-10-01T09-43-06.234744Z___camera-04.png,1,1,1515012254___2020-10-01T09-43-06.234744Z___camera-04.png,0.24202126212828423
199,1515012254___2020-10-01T09-43-06.234744Z___camera-05.png,1,1,1515012254___2020-10-01T09-43-06.234744Z___camera-05.png,0.19545988529990388
200,1515012254___2020-10-01T09-43-06.234744Z___camera-06.png,1,1,1515012254___2020-10-01T09-43-06.234744Z___camera-06.png,0.21716812103412012
201,1515012254___2020-10-01T09-43-06.234744Z___camera-07.png,0,1,1515012254___2020-10-01T09-43-06.234744Z___camera-07.png,0.1890868811117595
202,1515012254___2020-10-01T09-43-06.234744Z___camera-08.png,1,1,1515012254___2020-10-01T09-43-06.234744Z___camera-08.png,0.1961625261367538
203,1515012254___2020-10-01T09-43-06.234744Z___camera-09.png,1,1,1515012254___2020-10-01T09-43-06.234744Z___camera-09.png,0.2129771774431761
204,1515012254___2020-10-01T09-43-06.234744Z___camera-11.png,1,1,1515012254___2020-10-01T09-43-06.234744Z___camera-11.png,0.22148882031899972
205,1515012254___2020-10-01T09-43-06.234744Z___camera-12.png,1,1,1515012254___2020-10-01T09-43-06.234744Z___camera-12.png,0.23459106994378193
206,1515012254___2020-10-01T09-43-06.234744Z___camera-13.png,0,1,1515012254___2020-10-01T09-43-06.234744Z___camera-13.png,0.1830104722470663
207,1515012254___2020-10-01T09-43-06.234744Z___camera-14.png,0,1,1515012254___2020-10-01T09-43-06.234744Z___camera-14.png,0.1735275599863888
208,1515012254___2020-10-01T09-43-06.234744Z___camera-15.png,0,1,1515012254___2020-10-01T09-43-06.234744Z___camera-15.png,0.1438061983252104
209,1563062488___2020-09-29T08-32-00.644029Z___camera-00.png,0,1,1563062488___2020-09-29T08-32-00.644029Z___camera-00.png,0.16484234338644885
210,1563062488___2020-09-29T08-32-00.644029Z___camera-01.png,0,1,1563062488___2020-09-29T08-32-00.644029Z___camera-01.png,0.15576274352650182
211,1563062488___2020-09-29T08-32-00.644029Z___camera-04.png,0,1,1563062488___2020-09-29T08-32-00.644029Z___camera-04.png,0.16083624530674195
212,1563062488___2020-09-29T08-32-00.644029Z___camera-06.png,0,1,1563062488___2020-09-29T08-32-00.644029Z___camera-06.png,0.16803369036994192
213,1563062488___2020-09-29T08-32-00.644029Z___camera-08.png,0,1,1563062488___2020-09-29T08-32-00.644029Z___camera-08.png,0.14069200337813795
214,1563062488___2020-09-29T08-32-00.644029Z___camera-11.png,0,1,1563062488___2020-09-29T08-32-00.644029Z___camera-11.png,0.16593790232932032
215,1563062488___2020-09-29T08-32-00.644029Z___camera-14.png,0,1,1563062488___2020-09-29T08-32-00.644029Z___camera-14.png,0.13048564471407295
216,1569456378___2020-10-01T11-23-17.351698Z___camera-00.png,1,1,1569456378___2020-10-01T11-23-17.351698Z___camera-00.png,0.216678384413035
217,1569456378___2020-10-01T11-23-17.351698Z___camera-01.png,1,1,1569456378___2020-10-01T11-23-17.351698Z___camera-01.png,0.23280575537155312
218,1569456378___2020-10-01T11-23-17.351698Z___camera-04.png,1,1,1569456378___2020-10-01T11-23-17.351698Z___camera-04.png,0.23318162147991578
219,1569456378___2020-10-01T11-23-17.351698Z___camera-06.png,1,1,1569456378___2020-10-01T11-23-17.351698Z___camera-06.png,0.2221377947643005
220,1569456378___2020-10-01T11-23-17.351698Z___camera-09.png,1,1,1569456378___2020-10-01T11-23-17.351698Z___camera-09.png,0.20373346621814353
221,1569456378___2020-10-01T11-23-17.351698Z___camera-10.png,1,1,1569456378___2020-10-01T11-23-17.351698Z___camera-10.png,0.22386830148262646
222,1569456378___2020-10-01T11-23-17.351698Z___camera-11.png,1,1,1569456378___2020-10-01T11-23-17.351698Z___camera-11.png,0.22751741088867872
223,1569456378___2020-10-01T11-23-17.351698Z___camera-13.png,0,1,1569456378___2020-10-01T11-23-17.351698Z___camera-13.png,0.15764836996079024
224,1569456378___2020-10-01T11-23-17.351698Z___camera-14.png,1,1,1569456378___2020-10-01T11-23-17.351698Z___camera-14.png,0.21514263041370424
225,1569456378___2020-10-01T11-23-17.351698Z___camera-15.png,1,1,1569456378___2020-10-01T11-23-17.351698Z___camera-15.png,0.19564639898198996
226,1576510478___2020-10-01T15-38-43.370843Z___camera-00.png,0,1,1576510478___2020-10-01T15-38-43.370843Z___camera-00.png,0.1596299652957966
227,1576510478___2020-10-01T15-38-43.370843Z___camera-01.png,0,1,1576510478___2020-10-01T15-38-43.370843Z___camera-01.png,0.15762756371511316
228,1576510478___2020-10-01T15-38-43.370843Z___camera-02.png,0,1,1576510478___2020-10-01T15-38-43.370843Z___camera-02.png,0.16656750821572305
229,1576510478___2020-10-01T15-38-43.370843Z___camera-03.png,0,1,1576510478___2020-10-01T15-38-43.370843Z___camera-03.png,0.19240435852484844
230,1576510478___2020-10-01T15-38-43.370843Z___camera-12.png,0,1,1576510478___2020-10-01T15-38-43.370843Z___camera-12.png,0.18087114156806683
231,1576510478___2020-10-01T15-38-43.370843Z___camera-13.png,0,1,1576510478___2020-10-01T15-38-43.370843Z___camera-13.png,0.1624487258280581
232,1576510478___2020-10-01T15-38-43.370843Z___camera-14.png,0,1,1576510478___2020-10-01T15-38-43.370843Z___camera-14.png,0.1658280828590381
233,1576510478___2020-10-01T15-38-43.370843Z___camera-15.png,0,1,1576510478___2020-10-01T15-38-43.370843Z___camera-15.png,0.1492213042416365
234,1576795796___2020-10-01T10-21-13.182632Z___camera-00.png,0,1,1576795796___2020-10-01T10-21-13.182632Z___camera-00.png,0.1646745099545074
235,1576795796___2020-10-01T10-21-13.182632Z___camera-02.png,1,1,1576795796___2020-10-01T10-21-13.182632Z___camera-02.png,0.2207328117839132
236,1576795796___2020-10-01T10-21-13.182632Z___camera-03.png,1,1,1576795796___2020-10-01T10-21-13.182632Z___camera-03.png,0.23055084584659433
237,1576795796___2020-10-01T10-21-13.182632Z___camera-04.png,1,1,1576795796___2020-10-01T10-21-13.182632Z___camera-04.png,0.23175287235914643
238,1576795796___2020-10-01T10-21-13.182632Z___camera-06.png,0,1,1576795796___2020-10-01T10-21-13.182632Z___camera-06.png,0.19336535385325
239,1576795796___2020-10-01T10-21-13.182632Z___camera-07.png,0,1,1576795796___2020-10-01T10-21-13.182632Z___camera-07.png,0.14195576420874872
240,1576795796___2020-10-01T10-21-13.182632Z___camera-08.png,0,1,1576795796___2020-10-01T10-21-13.182632Z___camera-08.png,0.17807615225087542
241,1576795796___2020-10-01T10-21-13.182632Z___camera-09.png,1,1,1576795796___2020-10-01T10-21-13.182632Z___camera-09.png,0.22521462324253166
242,1576795796___2020-10-01T10-21-13.182632Z___camera-11.png,0,1,1576795796___2020-10-01T10-21-13.182632Z___camera-11.png,0.17929291266725292
243,1576795796___2020-10-01T10-21-13.182632Z___camera-12.png,1,1,1576795796___2020-10-01T10-21-13.182632Z___camera-12.png,0.2513455189028727
244,1576795796___2020-10-01T10-21-13.182632Z___camera-13.png,1,1,1576795796___2020-10-01T10-21-13.182632Z___camera-13.png,0.19954412356912385
245,1576795796___2020-10-01T10-21-13.182632Z___camera-15.png,0,1,1576795796___2020-10-01T10-21-13.182632Z___camera-15.png,0.16641102418058
246,1596257667___2020-10-01T08-12-26.512587Z___camera-02.png,0,1,1596257667___2020-10-01T08-12-26.512587Z___camera-02.png,0.17080246599337134
247,1596257667___2020-10-01T08-12-26.512587Z___camera-03.png,0,1,1596257667___2020-10-01T08-12-26.512587Z___camera-03.png,0.19272229044016137
248,1596257667___2020-10-01T08-12-26.512587Z___camera-12.png,0,1,1596257667___2020-10-01T08-12-26.512587Z___camera-12.png,0.1772747427654851
249,1596257667___2020-10-01T08-12-26.512587Z___camera-13.png,0,1,1596257667___2020-10-01T08-12-26.512587Z___camera-13.png,0.15509467466602828
250,1596257667___2020-10-01T08-12-26.512587Z___camera-14.png,0,1,1596257667___2020-10-01T08-12-26.512587Z___camera-14.png,0.18018385556634703
251,1596257667___2020-10-01T08-12-26.512587Z___camera-15.png,0,1,1596257667___2020-10-01T08-12-26.512587Z___camera-15.png,0.16034249160206282
252,1624882138___2020-10-01T08-53-53.764904Z___camera-00.png,1,1,1624882138___2020-10-01T08-53-53.764904Z___camera-00.png,0.285298848435296
253,1624882138___2020-10-01T08-53-53.764904Z___camera-01.png,1,1,1624882138___2020-10-01T08-53-53.764904Z___camera-01.png,0.2859155552714775
254,1624882138___2020-10-01T08-53-53.764904Z___camera-02.png,1,1,1624882138___2020-10-01T08-53-53.764904Z___camera-02.png,0.27577550975700543
255,1624882138___2020-10-01T08-53-53.764904Z___camera-03.png,1,1,1624882138___2020-10-01T08-53-53.764904Z___camera-03.png,0.28006920919340783
256,1624882138___2020-10-01T08-53-53.764904Z___camera-04.png,1,1,1624882138___2020-10-01T08-53-53.764904Z___camera-04.png,0.23423172621512806
257,1624882138___2020-10-01T08-53-53.764904Z___camera-05.png,1,1,1624882138___2020-10-01T08-53-53.764904Z___camera-05.png,0.26244227278346144
258,1624882138___2020-10-01T08-53-53.764904Z___camera-06.png,0,1,1624882138___2020-10-01T08-53-53.764904Z___camera-06.png,0.185144772618301
259,1624882138___2020-10-01T08-53-53.764904Z___camera-08.png,1,1,1624882138___2020-10-01T08-53-53.764904Z___camera-08.png,0.2679621098793714
260,1624882138___2020-10-01T08-53-53.764904Z___camera-11.png,1,1,1624882138___2020-10-01T08-53-53.764904Z___camera-11.png,0.22550870755682623
261,1624882138___2020-10-01T08-53-53.764904Z___camera-12.png,1,1,1624882138___2020-10-01T08-53-53.764904Z___camera-12.png,0.28983607141200723
262,1624882138___2020-10-01T08-53-53.764904Z___camera-13.png,1,1,1624882138___2020-10-01T08-53-53.764904Z___camera-13.png,0.27377200845070604
263,1624882138___2020-10-01T08-53-53.764904Z___camera-14.png,1,1,1624882138___2020-10-01T08-53-53.764904Z___camera-14.png,0.2653010994099165
264,1624882138___2020-10-01T08-53-53.764904Z___camera-15.png,1,1,1624882138___2020-10-01T08-53-53.764904Z___camera-15.png,0.27091435877972114
265,1633012565___2020-09-29T15-08-54.088121Z___camera-00.png,0,1,1633012565___2020-09-29T15-08-54.088121Z___camera-00.png,0.15163765316839906
266,1633012565___2020-09-29T15-08-54.088121Z___camera-01.png,0,1,1633012565___2020-09-29T15-08-54.088121Z___camera-01.png,0.15551810792364212
267,1633012565___2020-09-29T15-08-54.088121Z___camera-02.png,0,1,1633012565___2020-09-29T15-08-54.088121Z___camera-02.png,0.14759481195407947
268,1633012565___2020-09-29T15-08-54.088121Z___camera-03.png,0,1,1633012565___2020-09-29T15-08-54.088121Z___camera-03.png,0.16646430107142654
269,1633012565___2020-09-29T15-08-54.088121Z___camera-04.png,0,1,1633012565___2020-09-29T15-08-54.088121Z___camera-04.png,0.1286581294691788
270,1633012565___2020-09-29T15-08-54.088121Z___camera-05.png,0,1,1633012565___2020-09-29T15-08-54.088121Z___camera-05.png,0.14225142550223235
271,1633012565___2020-09-29T15-08-54.088121Z___camera-08.png,0,1,1633012565___2020-09-29T15-08-54.088121Z___camera-08.png,0.1344924058609146
272,1633012565___2020-09-29T15-08-54.088121Z___camera-11.png,0,1,1633012565___2020-09-29T15-08-54.088121Z___camera-11.png,0.15154151199929933
273,1633012565___2020-09-29T15-08-54.088121Z___camera-12.png,0,1,1633012565___2020-09-29T15-08-54.088121Z___camera-12.png,0.1675405135832802
274,1633012565___2020-09-29T15-08-54.088121Z___camera-13.png,0,1,1633012565___2020-09-29T15-08-54.088121Z___camera-13.png,0.13878538299706006
275,1633012565___2020-09-29T15-08-54.088121Z___camera-14.png,0,1,1633012565___2020-09-29T15-08-54.088121Z___camera-14.png,0.1429926733565192
276,1633012565___2020-09-29T15-08-54.088121Z___camera-15.png,0,1,1633012565___2020-09-29T15-08-54.088121Z___camera-15.png,0.12922245438497873
277,1641737898___2020-09-29T09-57-44.742516Z___camera-01.png,1,1,1641737898___2020-09-29T09-57-44.742516Z___camera-01.png,0.24890059913327994
278,1641737898___2020-09-29T09-57-44.742516Z___camera-12.png,1,1,1641737898___2020-09-29T09-57-44.742516Z___camera-12.png,0.2717631822287542
279,1723445413___2020-10-01T08-19-19.108552Z___camera-00.png,1,1,1723445413___2020-10-01T08-19-19.108552Z___camera-00.png,0.21142775468635835
280,1723445413___2020-10-01T08-19-19.108552Z___camera-01.png,1,1,1723445413___2020-10-01T08-19-19.108552Z___camera-01.png,0.23013160577500458
281,1723445413___2020-10-01T08-19-19.108552Z___camera-02.png,1,1,1723445413___2020-10-01T08-19-19.108552Z___camera-02.png,0.2155246036233448
282,1723445413___2020-10-01T08-19-19.108552Z___camera-03.png,1,1,1723445413___2020-10-01T08-19-19.108552Z___camera-03.png,0.21931237906527795
283,1723445413___2020-10-01T08-19-19.108552Z___camera-05.png,1,1,1723445413___2020-10-01T08-19-19.108552Z___camera-05.png,0.2089809463467161
284,1723445413___2020-10-01T08-19-19.108552Z___camera-07.png,0,1,1723445413___2020-10-01T08-19-19.108552Z___camera-07.png,0.17839103710941873
285,1723445413___2020-10-01T08-19-19.108552Z___camera-08.png,0,1,1723445413___2020-10-01T08-19-19.108552Z___camera-08.png,0.19402938382154067
286,1723445413___2020-10-01T08-19-19.108552Z___camera-11.png,1,1,1723445413___2020-10-01T08-19-19.108552Z___camera-11.png,0.19751539083323189
287,1723445413___2020-10-01T08-19-19.108552Z___camera-12.png,1,1,1723445413___2020-10-01T08-19-19.108552Z___camera-12.png,0.23182779211004098
288,1723445413___2020-10-01T08-19-19.108552Z___camera-13.png,0,1,1723445413___2020-10-01T08-19-19.108552Z___camera-13.png,0.1831343953765186
289,1723445413___2020-10-01T08-19-19.108552Z___camera-14.png,0,1,1723445413___2020-10-01T08-19-19.108552Z___camera-14.png,0.1873121059288252
290,1723445413___2020-10-01T08-19-19.108552Z___camera-15.png,0,1,1723445413___2020-10-01T08-19-19.108552Z___camera-15.png,0.16711498346239728
291,1726532851___2020-09-29T11-54-49.847800Z___camera-12.png,1,1,1726532851___2020-09-29T11-54-49.847800Z___camera-12.png,0.2521844401002139
292,1729912761___2020-09-29T11-18-45.924832Z___camera-13.png,0,1,1729912761___2020-09-29T11-18-45.924832Z___camera-13.png,0.14025723871036555
293,175385411___2020-10-01T15-23-10.406202Z___camera-00.png,0,1,175385411___2020-10-01T15-23-10.406202Z___camera-00.png,0.13695235063572425
294,175385411___2020-10-01T15-23-10.406202Z___camera-01.png,0,1,175385411___2020-10-01T15-23-10.406202Z___camera-01.png,0.1910426188365262
295,175385411___2020-10-01T15-23-10.406202Z___camera-02.png,1,1,175385411___2020-10-01T15-23-10.406202Z___camera-02.png,0.20758506482037134
296,175385411___2020-10-01T15-23-10.406202Z___camera-03.png,1,1,175385411___2020-10-01T15-23-10.406202Z___camera-03.png,0.20314802262563447
297,175385411___2020-10-01T15-23-10.406202Z___camera-04.png,0,1,175385411___2020-10-01T15-23-10.406202Z___camera-04.png,0.17936296562258994
298,175385411___2020-10-01T15-23-10.406202Z___camera-07.png,0,1,175385411___2020-10-01T15-23-10.406202Z___camera-07.png,0.15850844775273099
299,175385411___2020-10-01T15-23-10.406202Z___camera-10.png,0,1,175385411___2020-10-01T15-23-10.406202Z___camera-10.png,0.17934790934764494
300,175385411___2020-10-01T15-23-10.406202Z___camera-13.png,0,1,175385411___2020-10-01T15-23-10.406202Z___camera-13.png,0.1269807977634957
301,175385411___2020-10-01T15-23-10.406202Z___camera-14.png,0,1,175385411___2020-10-01T15-23-10.406202Z___camera-14.png,0.13807430248861174
302,1768659021___2020-09-29T11-33-06.342648Z___camera-13.png,0,1,1768659021___2020-09-29T11-33-06.342648Z___camera-13.png,0.16660492606051902
303,1788660652___2020-10-01T09-17-34.084056Z___camera-00.png,0,1,1788660652___2020-10-01T09-17-34.084056Z___camera-00.png,0.1944723497657536
304,1788660652___2020-10-01T09-17-34.084056Z___camera-01.png,1,1,1788660652___2020-10-01T09-17-34.084056Z___camera-01.png,0.21133592882544117
305,1788660652___2020-10-01T09-17-34.084056Z___camera-04.png,1,1,1788660652___2020-10-01T09-17-34.084056Z___camera-04.png,0.2264868822236572
306,1788660652___2020-10-01T09-17-34.084056Z___camera-05.png,0,1,1788660652___2020-10-01T09-17-34.084056Z___camera-05.png,0.14179201599087027
307,1788660652___2020-10-01T09-17-34.084056Z___camera-08.png,0,1,1788660652___2020-10-01T09-17-34.084056Z___camera-08.png,0.17697783968539543
308,1788660652___2020-10-01T09-17-34.084056Z___camera-09.png,1,1,1788660652___2020-10-01T09-17-34.084056Z___camera-09.png,0.21626443844756785
309,1788660652___2020-10-01T09-17-34.084056Z___camera-10.png,0,1,1788660652___2020-10-01T09-17-34.084056Z___camera-10.png,0.1730608294265245
310,1788660652___2020-10-01T09-17-34.084056Z___camera-12.png,1,1,1788660652___2020-10-01T09-17-34.084056Z___camera-12.png,0.19634660045381283
311,1790952425___2020-10-01T10-04-07.079590Z___camera-00.png,1,1,1790952425___2020-10-01T10-04-07.079590Z___camera-00.png,0.23046013346162575
312,1790952425___2020-10-01T10-04-07.079590Z___camera-01.png,1,1,1790952425___2020-10-01T10-04-07.079590Z___camera-01.png,0.24169588619448346
313,1790952425___2020-10-01T10-04-07.079590Z___camera-02.png,1,1,1790952425___2020-10-01T10-04-07.079590Z___camera-02.png,0.2594758567222481
314,1790952425___2020-10-01T10-04-07.079590Z___camera-03.png,1,1,1790952425___2020-10-01T10-04-07.079590Z___camera-03.png,0.2680412564280578
315,1790952425___2020-10-01T10-04-07.079590Z___camera-04.png,1,1,1790952425___2020-10-01T10-04-07.079590Z___camera-04.png,0.2297982938945497
316,1790952425___2020-10-01T10-04-07.079590Z___camera-05.png,1,1,1790952425___2020-10-01T10-04-07.079590Z___camera-05.png,0.2001208172939381
317,1790952425___2020-10-01T10-04-07.079590Z___camera-06.png,0,1,1790952425___2020-10-01T10-04-07.079590Z___camera-06.png,0.16689264170776325
318,1790952425___2020-10-01T10-04-07.079590Z___camera-07.png,0,1,1790952425___2020-10-01T10-04-07.079590Z___camera-07.png,0.15010420423787257
319,1790952425___2020-10-01T10-04-07.079590Z___camera-08.png,0,1,1790952425___2020-10-01T10-04-07.079590Z___camera-08.png,0.16718995853532642
320,1790952425___2020-10-01T10-04-07.079590Z___camera-09.png,1,1,1790952425___2020-10-01T10-04-07.079590Z___camera-09.png,0.2000473351850681
321,1790952425___2020-10-01T10-04-07.079590Z___camera-10.png,0,1,1790952425___2020-10-01T10-04-07.079590Z___camera-10.png,0.17392033732022066
322,1790952425___2020-10-01T10-04-07.079590Z___camera-11.png,1,1,1790952425___2020-10-01T10-04-07.079590Z___camera-11.png,0.25704318451320285
323,1790952425___2020-10-01T10-04-07.079590Z___camera-12.png,1,1,1790952425___2020-10-01T10-04-07.079590Z___camera-12.png,0.21854218315300364
324,1790952425___2020-10-01T10-04-07.079590Z___camera-13.png,0,1,1790952425___2020-10-01T10-04-07.079590Z___camera-13.png,0.19024224872289322
325,1790952425___2020-10-01T10-04-07.079590Z___camera-14.png,1,1,1790952425___2020-10-01T10-04-07.079590Z___camera-14.png,0.2013130147315857
326,1790952425___2020-10-01T10-04-07.079590Z___camera-15.png,1,1,1790952425___2020-10-01T10-04-07.079590Z___camera-15.png,0.20026674859514576
